"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","29.0","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","28.9","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","30.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","30.1","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","32.7","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","33.0","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","33.1","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","34.4","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","38.3","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","37.1","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","","..","","","1"
"2023","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","","..","","","1"
"2024","Canada","2021A000011124","Labour productivity","Building material and garden equipment and supplies dealers [BS444]","Chained (2017) dollars per hour","446","units","0","v111384283","1.7.172","","..","","","1"
"1997","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","20.7","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","21.3","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","22.2","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","22.8","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","23.7","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","24.6","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","24.2","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","24.2","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","24.5","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.8","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","27.0","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","27.6","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.3","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.7","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.8","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","26.2","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.6","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.6","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","24.7","","","","1"
"2016","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.2","","","","1"
"2017","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","25.5","","","","1"
"2018","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","26.0","","","","1"
"2019","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","26.2","","","","1"
"2020","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","27.6","","","","1"
"2021","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","26.4","","","","1"
"2022","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","","..","","","1"
"2023","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","","..","","","1"
"2024","Canada","2021A000011124","Labour productivity","Food and beverage stores [BS445]","Chained (2017) dollars per hour","446","units","0","v111384284","1.7.173","","..","","","1"
"1997","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","22.0","","","","1"
"1998","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","23.4","","","","1"
"1999","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","24.9","","","","1"
"2000","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","26.5","","","","1"
"2001","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","28.3","","","","1"
"2002","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","29.9","","","","1"
"2003","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","29.9","","","","1"
"2004","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","30.3","","","","1"
"2005","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","31.1","","","","1"
"2006","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.7","","","","1"
"2007","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","34.2","","","","1"
"2008","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.4","","","","1"
"2009","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","34.4","","","","1"
"2010","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.2","","","","1"
"2011","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.6","","","","1"
"2012","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","32.3","","","","1"
"2013","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.1","","","","1"
"2014","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","35.1","","","","1"
"2015","Canada","2021A000011124","Labour productivity","Health and personal care stores [BS446]","Chained (2017) dollars per hour","446","units","0","v111384285","1.7.174","33.6","","","","1"
